base_size,layer_index,petal_index,opening_degree,tip_x,tip_y,tip_z,base_spread,base_z_offset,extrude_depth,rotation_angle
1.1204,3,5,0.5407,0.121159,1.197692,0.081968,0.369086,0.0,0.014638,327.5
1.1204,3,6,0.5407,0.123427,1.192115,0.083102,0.371461,0.0,0.014829,105.0
1.1204,3,7,0.5407,0.123391,1.152033,0.084211,0.384974,0.0,0.015006,242.5
1.1204,3,8,0.5407,0.122157,1.113403,0.083461,0.357718,0.0,0.014928,20.0
1.1204,3,9,0.5407,0.114321,1.121021,0.083669,0.367166,0.0,0.014784,157.5
1.1204,3,10,0.5407,0.117826,1.206892,0.078579,0.37856,0.0,0.014591,295.0
1.1204,3,11,0.5407,0.119438,1.206673,0.079603,0.35303,0.0,0.014068,72.5
1.1204,3,12,0.5407,0.121697,1.18775,0.085424,0.360431,0.0,0.01522,210.0
1.4871,1,0,0.9938,0.0,0.843466,0.045042,0.338523,0.048061,0.017034,0.0
1.4871,1,1,0.9938,0.0,0.793663,0.044346,0.317794,0.05048,0.016372,137.5
1.4871,1,2,0.9938,0.0,0.824454,0.047254,0.333989,0.050488,0.016373,275.0
1.4871,1,3,0.9938,0.0,0.77156,0.041713,0.332962,0.047739,0.016283,52.5
1.4871,1,4,0.9938,0.0,0.828064,0.04551,0.340651,0.049457,0.016659,190.0
1.4871,2,0,0.9938,0.15017,1.076723,0.062262,0.45181,0.024234,0.018247,0.0
1.4871,2,1,0.9938,0.144618,1.089993,0.059487,0.418471,0.024938,0.017464,137.5
1.4871,2,2,0.9938,0.149415,1.056101,0.056727,0.422633,0.025201,0.01855,275.0
1.4871,2,3,0.9938,0.138216,1.087146,0.063168,0.430513,0.02698,0.01777,52.5
1.4871,2,4,0.9938,0.152666,1.068923,0.058335,0.430626,0.025591,0.018126,190.0
1.4871,2,5,0.9938,0.148188,1.100446,0.055375,0.425251,0.024468,0.018254,327.5
1.4871,2,6,0.9938,0.143906,1.070158,0.060569,0.41077,0.024711,0.017068,105.0
1.4871,2,7,0.9938,0.137363,1.035822,0.059463,0.426695,0.023563,0.017878,242.5
1.4871,3,0,0.9938,0.303576,1.339475,0.072599,0.544611,0.0,0.01991,0.0
1.4871,3,1,0.9938,0.301599,1.248607,0.074784,0.539538,0.0,0.01929,137.5
1.4871,3,2,0.9938,0.314368,1.373959,0.078948,0.538886,0.0,0.019054,275.0
1.4871,3,3,0.9938,0.288274,1.321501,0.079923,0.505989,0.0,0.020195,52.5
1.4871,3,4,0.9938,0.297313,1.325598,0.079124,0.548499,0.0,0.019257,190.0
1.4871,3,5,0.9938,0.291624,1.237923,0.072981,0.548808,0.0,0.019833,327.5
1.4871,3,6,0.9938,0.287532,1.329419,0.075822,0.534041,0.0,0.019153,105.0
1.4871,3,7,0.9938,0.286286,1.269206,0.077408,0.553262,0.0,0.020269,242.5
1.4871,3,8,0.9938,0.316575,1.412174,0.073562,0.530434,0.0,0.01921,20.0
1.4871,3,9,0.9938,0.302127,1.377732,0.076965,0.516062,0.0,0.019856,157.5
1.4871,3,10,0.9938,0.299899,1.411372,0.077977,0.526566,0.0,0.020018,295.0
1.4871,3,11,0.9938,0.288504,1.366229,0.079925,0.532831,0.0,0.019056,72.5
1.4871,3,12,0.9938,0.303881,1.45483,0.074716,0.524941,0.0,0.018386,210.0
1.1694,1,0,0.9395,0.0,0.666074,0.03629,0.259735,0.037997,0.01254,0.0
1.1694,1,1,0.9395,0.0,0.647349,0.037766,0.253245,0.037781,0.013259,137.5
1.1694,1,2,0.9395,0.0,0.631094,0.037675,0.244951,0.038296,0.012414,275.0
1.1694,1,3,0.9395,0.0,0.645011,0.038942,0.253786,0.038876,0.012436,52.5
1.1694,1,4,0.9395,0.0,0.656542,0.038302,0.246106,0.038487,0.013086,190.0
1.1694,2,0,0.9395,0.107945,0.843834,0.047681,0.341868,0.018973,0.013351,0.0
1.1694,2,1,0.9395,0.114774,0.872498,0.05052,0.328204,0.019877,0.014129,137.5
1.1694,2,2,0.9395,0.106831,0.865834,0.054312,0.345668,0.019665,0.013781,275.0
1.1694,2,3,0.9395,0.1115,0.915041,0.047213,0.350179,0.019785,0.014449,52.5
1.1694,2,4,0.9395,0.110665,0.882335,0.049679,0.328084,0.019004,0.014028,190.0
1.1694,2,5,0.9395,0.1157,0.847794,0.050225,0.330935,0.019497,0.014072,327.5
1.1694,2,6,0.9395,0.112694,0.85092,0.049253,0.33012,0.020458,0.013208,105.0
1.1694,2,7,0.9395,0.11662,0.859188,0.048277,0.326865,0.019902,0.014026,242.5
1.1694,3,0,0.9395,0.22663,1.051224,0.063558,0.39251,0.0,0.015311,0.0
1.1694,3,1,0.9395,0.21323,1.054705,0.061153,0.408304,0.0,0.015664,137.5
1.1694,3,2,0.9395,0.227166,1.090397,0.062479,0.434896,0.0,0.014919,275.0
1.1694,3,3,0.9395,0.224739,1.11814,0.063134,0.411879,0.0,0.014916,52.5
1.1694,3,4,0.9395,0.221633,1.064882,0.062329,0.41281,0.0,0.014929,190.0
1.1694,3,5,0.9395,0.213028,1.085895,0.063522,0.429393,0.0,0.015017,327.5
1.1694,3,6,0.9395,0.209077,1.13374,0.06171,0.414401,0.0,0.015354,105.0
1.1694,3,7,0.9395,0.230249,1.07309,0.0639,0.438252,0.0,0.014896,242.5
1.1694,3,8,0.9395,0.212336,1.079029,0.062368,0.399496,0.0,0.015781,20.0
1.1694,3,9,0.9395,0.21799,1.012908,0.064233,0.42091,0.0,0.016151,157.5
1.1694,3,10,0.9395,0.235557,1.130075,0.059281,0.412808,0.0,0.015312,295.0
1.1694,3,11,0.9395,0.20487,1.074971,0.059201,0.430192,0.0,0.015331,72.5
1.1694,3,12,0.9395,0.228448,1.045887,0.062388,0.422726,0.0,0.014147,210.0
1.858,1,0,0.4381,0.0,1.193774,0.090672,0.363346,0.062206,0.019873,0.0
1.858,1,1,0.4381,0.0,1.127142,0.08239,0.364935,0.059618,0.020345,137.5
1.858,1,2,0.4381,0.0,1.202561,0.088055,0.36594,0.061612,0.020619,275.0
1.858,1,3,0.4381,0.0,1.21475,0.083023,0.378451,0.05939,0.020329,52.5
1.858,1,4,0.4381,0.0,1.133008,0.082725,0.35198,0.061415,0.020553,190.0
1.858,2,0,0.4381,0.079283,1.612994,0.115828,0.497977,0.032617,0.021767,0.0
1.858,2,1,0.4381,0.086402,1.609482,0.114023,0.483612,0.032785,0.022611,137.5
1.858,2,2,0.4381,0.081293,1.666686,0.118023,0.493776,0.030356,0.022538,275.0
1.858,2,3,0.4381,0.081641,1.611499,0.117648,0.482196,0.031437,0.022419,52.5
1.858,2,4,0.4381,0.082658,1.606257,0.119019,0.4747,0.029599,0.022261,190.0
1.858,2,5,0.4381,0.080342,1.607901,0.124107,0.471418,0.032216,0.022517,327.5
1.858,2,6,0.4381,0.081548,1.572584,0.118389,0.469332,0.031538,0.020636,105.0
1.858,2,7,0.4381,0.079416,1.649955,0.123646,0.489533,0.031191,0.021597,242.5
1.858,3,0,0.4381,0.163276,1.848982,0.15315,0.629889,0.0,0.023708,0.0
1.858,3,1,0.4381,0.167237,2.004533,0.145487,0.587697,0.0,0.024735,137.5
1.858,3,2,0.4381,0.169222,1.989073,0.139002,0.62295,0.0,0.023795,275.0
1.858,3,3,0.4381,0.160534,1.996236,0.149165,0.615123,0.0,0.024805,52.5
1.858,3,4,0.4381,0.161162,2.012724,0.148606,0.615862,0.0,0.023477,190.0
1.858,3,5,0.4381,0.161588,1.955176,0.148624,0.603925,0.0,0.023526,327.5
1.858,3,6,0.4381,0.159832,1.892729,0.147039,0.632427,0.0,0.022745,105.0
1.858,3,7,0.4381,0.158722,2.058198,0.151714,0.583861,0.0,0.024133,242.5
1.858,3,8,0.4381,0.16677,2.079896,0.1375,0.619917,0.0,0.023324,20.0
1.858,3,9,0.4381,0.1676,2.066195,0.135872,0.618757,0.0,0.02389,157.5
1.858,3,10,0.4381,0.159762,2.105755,0.145044,0.602309,0.0,0.024509,295.0
1.858,3,11,0.4381,0.162615,2.029889,0.148606,0.622794,0.0,0.022309,72.5
1.858,3,12,0.4381,0.16335,2.01235,0.14522,0.627664,0.0,0.025816,210.0
3.6064,1,0,0.1224,0.0,2.494051,0.209539,0.679127,0.111734,0.039594,0.0
3.6064,1,1,0.1224,0.0,2.556459,0.209623,0.674245,0.122435,0.039451,137.5
3.6064,1,2,0.1224,0.0,2.431209,0.205145,0.647631,0.12091,0.040475,275.0
3.6064,1,3,0.1224,0.0,2.472916,0.199376,0.689082,0.117333,0.039543,52.5
3.6064,1,4,0.1224,0.0,2.494597,0.203177,0.693729,0.115764,0.040538,190.0
3.6064,2,0,0.1224,0.043548,3.472191,0.25376,0.880634,0.059164,0.042611,0.0
3.6064,2,1,0.1224,0.043681,3.09002,0.270989,0.89827,0.060325,0.044547,137.5
3.6064,2,2,0.1224,0.044885,3.533471,0.25905,0.852718,0.062986,0.042515,275.0
3.6064,2,3,0.1224,0.042042,3.405052,0.260759,0.906206,0.058309,0.041746,52.5
3.6064,2,4,0.1224,0.044848,3.422326,0.262749,0.880492,0.060898,0.04334,190.0
3.6064,2,5,0.1224,0.043281,3.29845,0.289215,0.890765,0.060058,0.040914,327.5
3.6064,2,6,0.1224,0.044055,3.265035,0.266451,0.892144,0.058593,0.042695,105.0
3.6064,2,7,0.1224,0.044168,3.411785,0.262977,0.864199,0.063364,0.041669,242.5
3.6064,3,0,0.1224,0.087473,4.425211,0.338892,1.058211,0.0,0.044496,0.0
3.6064,3,1,0.1224,0.085951,4.201585,0.344436,1.122312,0.0,0.045065,137.5
3.6064,3,2,0.1224,0.088295,4.187689,0.352123,1.102084,0.0,0.046966,275.0
3.6064,3,3,0.1224,0.091259,3.96842,0.319473,1.087176,0.0,0.046572,52.5
3.6064,3,4,0.1224,0.091639,4.345946,0.351916,1.124478,0.0,0.047495,190.0
3.6064,3,5,0.1224,0.092804,4.24201,0.338386,1.129691,0.0,0.045263,327.5
3.6064,3,6,0.1224,0.089715,4.181487,0.358337,1.141535,0.0,0.047458,105.0
3.6064,3,7,0.1224,0.089898,4.301916,0.344988,1.114168,0.0,0.044942,242.5
3.6064,3,8,0.1224,0.087018,4.155292,0.359457,1.153659,0.0,0.047749,20.0
3.6064,3,9,0.1224,0.0904,4.051523,0.334598,1.075828,0.0,0.043844,157.5
3.6064,3,10,0.1224,0.084553,4.182429,0.361043,1.12794,0.0,0.046241,295.0
3.6064,3,11,0.1224,0.089293,4.176881,0.331106,1.142349,0.0,0.04582,72.5
3.6064,3,12,0.1224,0.087031,4.125752,0.342552,1.07583,0.0,0.046931,210.0
4.8017,1,0,0.278,0.0,3.246739,0.255452,0.903925,0.152345,0.05235,0.0
4.8017,1,1,0.278,0.0,3.228735,0.239542,0.971377,0.162655,0.055388,137.5
4.8017,1,2,0.278,0.0,3.455501,0.261786,0.900292,0.162921,0.052622,275.0
4.8017,1,3,0.278,0.0,3.201385,0.247268,0.928841,0.158345,0.054196,52.5
4.8017,1,4,0.278,0.0,3.233903,0.244681,0.969768,0.160345,0.054383,190.0
4.8017,2,0,0.278,0.134227,4.078139,0.318528,1.160675,0.080875,0.058743,0.0
4.8017,2,1,0.278,0.131236,4.311202,0.349782,1.188264,0.078597,0.058154,137.5
4.8017,2,2,0.278,0.135812,4.306706,0.337792,1.190782,0.07699,0.059799,275.0
4.8017,2,3,0.278,0.128271,4.289745,0.320516,1.209469,0.079018,0.059222,52.5
4.8017,2,4,0.278,0.135382,4.378814,0.314312,1.215562,0.07928,0.057194,190.0
4.8017,2,5,0.278,0.142359,4.132081,0.33379,1.149045,0.081505,0.056853,327.5
4.8017,2,6,0.278,0.133048,4.146642,0.341597,1.213221,0.084211,0.058265,105.0
4.8017,2,7,0.278,0.133543,4.521228,0.321105,1.226308,0.081418,0.058213,242.5
4.8017,3,0,0.278,0.266973,5.354789,0.422008,1.617852,0.0,0.060797,0.0
4.8017,3,1,0.278,0.256669,5.377872,0.428864,1.527316,0.0,0.062402,137.5
4.8017,3,2,0.278,0.265672,5.42245,0.415322,1.456272,0.0,0.060317,275.0
4.8017,3,3,0.278,0.249821,5.305765,0.420775,1.551026,0.0,0.065651,52.5
4.8017,3,4,0.278,0.263473,5.567713,0.402103,1.478916,0.0,0.061915,190.0
4.8017,3,5,0.278,0.260392,5.311156,0.406342,1.564475,0.0,0.061572,327.5
4.8017,3,6,0.278,0.270041,5.278549,0.420241,1.501863,0.0,0.064353,105.0
4.8017,3,7,0.278,0.262525,5.410764,0.455817,1.510148,0.0,0.063638,242.5
4.8017,3,8,0.278,0.266044,5.619323,0.412038,1.549681,0.0,0.063369,20.0
4.8017,3,9,0.278,0.261996,5.715226,0.398398,1.563943,0.0,0.061791,157.5
4.8017,3,10,0.278,0.266402,5.484714,0.425647,1.550142,0.0,0.061649,295.0
4.8017,3,11,0.278,0.265999,5.42521,0.425589,1.588979,0.0,0.061793,72.5
4.8017,3,12,0.278,0.26612,5.385091,0.413055,1.464621,0.0,0.063735,210.0
2.5589,1,0,0.354,0.0,1.743714,0.124149,0.491439,0.086683,0.02834,0.0
2.5589,1,1,0.354,0.0,1.7623,0.127868,0.476631,0.088088,0.027121,137.5
2.5589,1,2,0.354,0.0,1.659123,0.124679,0.476715,0.084736,0.027366,275.0
2.5589,1,3,0.354,0.0,1.634152,0.13033,0.490027,0.082235,0.026466,52.5
2.5589,1,4,0.354,0.0,1.655802,0.122224,0.471969,0.084468,0.028406,190.0
2.5589,2,0,0.354,0.090823,2.336146,0.162959,0.670439,0.043477,0.029976,0.0
2.5589,2,1,0.354,0.085066,2.241322,0.170878,0.643021,0.041127,0.031221,137.5
2.5589,2,2,0.354,0.094494,2.263614,0.175008,0.70313,0.041403,0.030817,275.0
2.5589,2,3,0.354,0.089723,2.325462,0.168287,0.620235,0.040657,0.032432,52.5
2.5589,2,4,0.354,0.087465,2.311685,0.172663,0.649662,0.042019,0.031095,190.0
2.5589,2,5,0.354,0.091424,2.165712,0.164692,0.634823,0.043617,0.030856,327.5
2.5589,2,6,0.354,0.092992,2.168006,0.16793,0.668901,0.040787,0.029563,105.0
2.5589,2,7,0.354,0.090587,2.246333,0.169727,0.656847,0.044335,0.030526,242.5
2.5589,3,0,0.354,0.180083,2.831188,0.212424,0.856794,0.0,0.033237,0.0
2.5589,3,1,0.354,0.186501,2.691893,0.20973,0.836068,0.0,0.035581,137.5
2.5589,3,2,0.354,0.177739,2.850827,0.210632,0.878179,0.0,0.033128,275.0
2.5589,3,3,0.354,0.180138,2.689754,0.216053,0.76824,0.0,0.036129,52.5
2.5589,3,4,0.354,0.182584,2.933592,0.215219,0.81882,0.0,0.033761,190.0
2.5589,3,5,0.354,0.18874,2.812527,0.198078,0.844374,0.0,0.033481,327.5
2.5589,3,6,0.354,0.186682,2.785508,0.20825,0.852281,0.0,0.035288,105.0
2.5589,3,7,0.354,0.189384,2.983706,0.203002,0.817469,0.0,0.033621,242.5
2.5589,3,8,0.354,0.188981,2.831356,0.217666,0.846716,0.0,0.033045,20.0
2.5589,3,9,0.354,0.169993,2.857379,0.216344,0.802238,0.0,0.034124,157.5
2.5589,3,10,0.354,0.190362,2.965207,0.206903,0.784741,0.0,0.032489,295.0
2.5589,3,11,0.354,0.178017,2.745381,0.21273,0.810678,0.0,0.033024,72.5
2.5589,3,12,0.354,0.182887,2.912383,0.205738,0.803529,0.0,0.034143,210.0
1.212,1,0,0.4793,0.0,0.748867,0.054891,0.239078,0.040242,0.012686,0.0
1.212,1,1,0.4793,0.0,0.817459,0.057398,0.242166,0.042365,0.013539,137.5
1.212,1,2,0.4793,0.0,0.749721,0.052435,0.24462,0.040091,0.013189,275.0
1.212,1,3,0.4793,0.0,0.75613,0.056245,0.236401,0.041561,0.013603,52.5
1.212,1,4,0.4793,0.0,0.814728,0.054218,0.214028,0.040409,0.013312,190.0
1.212,2,0,0.4793,0.055815,1.070454,0.072941,0.327813,0.020991,0.014617,0.0
1.212,2,1,0.4793,0.056588,0.958183,0.070096,0.312461,0.020794,0.014684,137.5
1.212,2,2,0.4793,0.057574,1.037206,0.07068,0.317396,0.01981,0.013755,275.0
1.212,2,3,0.4793,0.057837,1.03447,0.077232,0.313321,0.020336,0.014284,52.5
1.212,2,4,0.4793,0.060537,1.026043,0.071397,0.315635,0.019345,0.014811,190.0
1.212,2,5,0.4793,0.055557,0.986946,0.068892,0.315371,0.0203,0.01538,327.5
1.212,2,6,0.4793,0.056585,1.021149,0.073982,0.312642,0.019731,0.014991,105.0
1.212,2,7,0.4793,0.057436,1.030326,0.07943,0.306467,0.020316,0.013818,242.5
1.212,3,0,0.4793,0.112407,1.254391,0.091188,0.379525,0.0,0.015087,0.0
1.212,3,1,0.4793,0.121803,1.27195,0.09238,0.413283,0.0,0.015123,137.5
1.212,3,2,0.4793,0.113265,1.255939,0.093606,0.40433,0.0,0.015045,275.0
1.212,3,3,0.4793,0.121001,1.300332,0.091365,0.416143,0.0,0.015161,52.5
1.212,3,4,0.4793,0.116493,1.320231,0.091427,0.413148,0.0,0.015607,190.0
1.212,3,5,0.4793,0.115783,1.237037,0.093215,0.38174,0.0,0.016649,327.5
1.212,3,6,0.4793,0.11584,1.314515,0.091089,0.391623,0.0,0.015893,105.0
1.212,3,7,0.4793,0.11483,1.203838,0.090731,0.38423,0.0,0.015366,242.5
1.212,3,8,0.4793,0.124851,1.293936,0.091027,0.398096,0.0,0.015198,20.0
1.212,3,9,0.4793,0.12298,1.280024,0.094204,0.397316,0.0,0.015849,157.5
1.212,3,10,0.4793,0.112166,1.333822,0.086593,0.390687,0.0,0.01592,295.0
1.212,3,11,0.4793,0.114647,1.218196,0.083744,0.414936,0.0,0.015274,72.5
1.212,3,12,0.4793,0.112889,1.332946,0.090958,0.401425,0.0,0.015017,210.0
4.1378,1,0,0.2444,0.0,2.77935,0.21519,0.787788,0.131709,0.04529,0.0
4.1378,1,1,0.2444,0.0,2.973795,0.216097,0.830065,0.139683,0.044939,137.5
4.1378,1,2,0.2444,0.0,2.650926,0.215546,0.787449,0.140261,0.047913,275.0
4.1378,1,3,0.2444,0.0,2.967094,0.220195,0.738985,0.13615,0.046906,52.5
4.1378,1,4,0.2444,0.0,2.877709,0.225471,0.804809,0.140819,0.045493,190.0
4.1378,2,0,0.2444,0.098017,3.674206,0.291672,1.009572,0.068545,0.048673,0.0
4.1378,2,1,0.2444,0.101326,3.753525,0.291948,1.057545,0.069329,0.052306,137.5
4.1378,2,2,0.2444,0.100334,3.848322,0.289591,1.024322,0.067707,0.049762,275.0
4.1378,2,3,0.2444,0.103715,3.840429,0.29676,1.054781,0.070969,0.052134,52.5
4.1378,2,4,0.2444,0.103819,3.724948,0.28495,1.022967,0.068386,0.046234,190.0
4.1378,2,5,0.2444,0.101197,3.787714,0.296743,0.994472,0.06681,0.051736,327.5
4.1378,2,6,0.2444,0.099931,3.777891,0.296644,1.036799,0.066191,0.051205,105.0
4.1378,2,7,0.2444,0.102763,3.702093,0.288194,1.002852,0.069732,0.049162,242.5
4.1378,3,0,0.2444,0.207365,4.665278,0.353022,1.297397,0.0,0.054742,0.0
4.1378,3,1,0.2444,0.198583,4.781617,0.365516,1.314096,0.0,0.056377,137.5
4.1378,3,2,0.2444,0.198359,4.352921,0.368695,1.30539,0.0,0.05439,275.0
4.1378,3,3,0.2444,0.19946,4.873059,0.372406,1.29544,0.0,0.053142,52.5
4.1378,3,4,0.2444,0.198546,4.783724,0.367288,1.218721,0.0,0.053745,190.0
4.1378,3,5,0.2444,0.196743,4.725147,0.367905,1.253155,0.0,0.053702,327.5
4.1378,3,6,0.2444,0.201556,4.797029,0.349704,1.298109,0.0,0.056207,105.0
4.1378,3,7,0.2444,0.20918,4.603933,0.376424,1.350611,0.0,0.056168,242.5
4.1378,3,8,0.2444,0.202523,4.696119,0.346097,1.34421,0.0,0.055041,20.0
4.1378,3,9,0.2444,0.189339,4.775395,0.364656,1.365116,0.0,0.051898,157.5
4.1378,3,10,0.2444,0.211225,4.745638,0.359722,1.335212,0.0,0.052779,295.0
4.1378,3,11,0.2444,0.200218,4.535354,0.359792,1.334753,0.0,0.05338,72.5
4.1378,3,12,0.2444,0.195082,4.462552,0.374227,1.312953,0.0,0.053239,210.0
1.9825,1,0,0.9905,0.0,1.064291,0.059159,0.433019,0.067388,0.02157,0.0
1.9825,1,1,0.9905,0.0,1.069459,0.061194,0.438819,0.066072,0.02171,137.5
1.9825,1,2,0.9905,0.0,1.026309,0.061427,0.44258,0.065367,0.022398,275.0
1.9825,1,3,0.9905,0.0,1.085954,0.06323,0.448926,0.070411,0.022633,52.5
1.9825,1,4,0.9905,0.0,1.073959,0.061659,0.420352,0.069669,0.021515,190.0
1.9825,2,0,0.9905,0.198784,1.438314,0.081216,0.565068,0.031715,0.0248,0.0
1.9825,2,1,0.9905,0.195985,1.483704,0.078682,0.559451,0.034064,0.023528,137.5
1.9825,2,2,0.9905,0.208192,1.441834,0.08438,0.593869,0.031789,0.024254,275.0
1.9825,2,3,0.9905,0.190981,1.485544,0.080028,0.578352,0.032771,0.023934,52.5
1.9825,2,4,0.9905,0.192658,1.313999,0.082852,0.593684,0.034243,0.023999,190.0
1.9825,2,5,0.9905,0.19912,1.475964,0.079938,0.565444,0.033863,0.024249,327.5
1.9825,2,6,0.9905,0.196875,1.458059,0.082443,0.55933,0.031816,0.024188,105.0
1.9825,2,7,0.9905,0.198815,1.459712,0.081086,0.562095,0.034926,0.023502,242.5
1.9825,3,0,0.9905,0.398587,1.871677,0.097647,0.710777,0.0,0.02615,0.0
1.9825,3,1,0.9905,0.384027,1.756053,0.104439,0.743795,0.0,0.025721,137.5
1.9825,3,2,0.9905,0.411989,1.69096,0.102968,0.747311,0.0,0.025601,275.0
1.9825,3,3,0.9905,0.394366,1.809381,0.097397,0.755581,0.0,0.024536,52.5
1.9825,3,4,0.9905,0.406014,1.779213,0.10075,0.698187,0.0,0.025012,190.0
1.9825,3,5,0.9905,0.381873,1.733558,0.101556,0.725531,0.0,0.024752,327.5
1.9825,3,6,0.9905,0.375615,1.80704,0.099025,0.67762,0.0,0.025631,105.0
1.9825,3,7,0.9905,0.387912,1.8443,0.099238,0.736398,0.0,0.026911,242.5
1.9825,3,8,0.9905,0.389543,1.744476,0.097552,0.675853,0.0,0.026752,20.0
1.9825,3,9,0.9905,0.400474,1.830978,0.095164,0.693912,0.0,0.025545,157.5
1.9825,3,10,0.9905,0.405969,1.790582,0.095439,0.712506,0.0,0.025016,295.0
1.9825,3,11,0.9905,0.377296,1.779363,0.102989,0.714277,0.0,0.027146,72.5
1.9825,3,12,0.9905,0.402105,1.713753,0.096528,0.706605,0.0,0.024795,210.0
4.0736,1,0,0.5562,0.0,2.440644,0.180259,0.829443,0.136314,0.043967,0.0
4.0736,1,1,0.5562,0.0,2.400478,0.172773,0.817586,0.133872,0.043724,137.5
4.0736,1,2,0.5562,0.0,2.552399,0.178827,0.825101,0.136682,0.045993,275.0
4.0736,1,3,0.5562,0.0,2.439033,0.17915,0.821903,0.138911,0.04605,52.5
4.0736,1,4,0.5562,0.0,2.549042,0.178349,0.841935,0.13642,0.044751,190.0
4.0736,2,0,0.5562,0.231646,3.430567,0.238007,1.116445,0.067762,0.050667,0.0
4.0736,2,1,0.5562,0.219128,3.295098,0.221399,1.09701,0.067726,0.048318,137.5
4.0736,2,2,0.5562,0.201653,3.30199,0.24814,1.066528,0.066158,0.050417,275.0
4.0736,2,3,0.5562,0.22871,3.365461,0.236975,1.068533,0.069835,0.049617,52.5
4.0736,2,4,0.5562,0.225385,3.357946,0.227826,1.060514,0.066211,0.046969,190.0
4.0736,2,5,0.5562,0.219483,3.181377,0.239919,1.05579,0.067653,0.048071,327.5
4.0736,2,6,0.5562,0.222347,3.500299,0.228686,1.087537,0.065201,0.049387,105.0
4.0736,2,7,0.5562,0.225645,3.14901,0.236898,1.108548,0.067994,0.048114,242.5
4.0736,3,0,0.5562,0.44073,4.092985,0.298753,1.376016,0.0,0.053523,0.0
4.0736,3,1,0.5562,0.446494,4.151723,0.289006,1.354537,0.0,0.053892,137.5
4.0736,3,2,0.5562,0.463148,4.354305,0.298222,1.317011,0.0,0.054446,275.0
4.0736,3,3,0.5562,0.452024,4.278988,0.284878,1.314361,0.0,0.051219,52.5
4.0736,3,4,0.5562,0.461723,4.203519,0.29031,1.333655,0.0,0.051183,190.0
4.0736,3,5,0.5562,0.45396,4.181173,0.299978,1.365095,0.0,0.05052,327.5
4.0736,3,6,0.5562,0.452461,4.327454,0.287927,1.321876,0.0,0.050718,105.0
4.0736,3,7,0.5562,0.477565,4.22833,0.303981,1.362802,0.0,0.050693,242.5
4.0736,3,8,0.5562,0.436639,4.321573,0.305819,1.369323,0.0,0.052117,20.0
4.0736,3,9,0.5562,0.445783,4.274759,0.295044,1.302691,0.0,0.056438,157.5
4.0736,3,10,0.5562,0.453352,4.493714,0.298267,1.452071,0.0,0.052153,295.0
4.0736,3,11,0.5562,0.464198,4.358304,0.288448,1.411167,0.0,0.052142,72.5
4.0736,3,12,0.5562,0.463391,4.063089,0.296785,1.371047,0.0,0.052513,210.0
4.1065,1,0,0.6548,0.0,2.51098,0.161654,0.84463,0.140033,0.045666,0.0
4.1065,1,1,0.6548,0.0,2.527876,0.170367,0.796267,0.137484,0.045897,137.5
4.1065,1,2,0.6548,0.0,2.523584,0.170168,0.831731,0.134492,0.045535,275.0
4.1065,1,3,0.6548,0.0,2.443461,0.162689,0.851296,0.135305,0.042532,52.5
4.1065,1,4,0.6548,0.0,2.439709,0.165883,0.841982,0.137296,0.044568,190.0
4.1065,2,0,0.6548,0.26855,3.277407,0.221262,1.157428,0.0663,0.047736,0.0
4.1065,2,1,0.6548,0.26329,3.480327,0.229499,1.175035,0.065507,0.051025,137.5
4.1065,2,2,0.6548,0.258307,3.213346,0.218482,1.121591,0.068157,0.049766,275.0
4.1065,2,3,0.6548,0.27511,3.181365,0.219074,1.042932,0.067315,0.049355,52.5
4.1065,2,4,0.6548,0.269629,3.177195,0.230386,1.133938,0.074335,0.048886,190.0
4.1065,2,5,0.6548,0.26952,3.228533,0.22895,1.156656,0.066249,0.049535,327.5
4.1065,2,6,0.6548,0.273644,3.383048,0.205513,1.094228,0.067836,0.049831,105.0
4.1065,2,7,0.6548,0.277355,3.582827,0.218159,1.106396,0.067113,0.049098,242.5
4.1065,3,0,0.6548,0.548135,4.157441,0.282272,1.351258,0.0,0.052665,0.0
4.1065,3,1,0.6548,0.544603,4.249412,0.278656,1.376823,0.0,0.05246,137.5
4.1065,3,2,0.6548,0.514458,4.137583,0.264868,1.437634,0.0,0.05425,275.0
4.1065,3,3,0.6548,0.539698,4.113308,0.263758,1.372037,0.0,0.051749,52.5
4.1065,3,4,0.6548,0.543661,4.210826,0.268023,1.360851,0.0,0.052802,190.0
4.1065,3,5,0.6548,0.545364,3.813155,0.278604,1.383554,0.0,0.052869,327.5
4.1065,3,6,0.6548,0.536533,4.089638,0.263946,1.393695,0.0,0.054491,105.0
4.1065,3,7,0.6548,0.548942,4.123038,0.281192,1.413018,0.0,0.05335,242.5
4.1065,3,8,0.6548,0.533324,4.247819,0.278229,1.409738,0.0,0.052735,20.0
4.1065,3,9,0.6548,0.53641,4.235217,0.287441,1.429844,0.0,0.052835,157.5
4.1065,3,10,0.6548,0.556454,4.329642,0.278346,1.425234,0.0,0.052424,295.0
4.1065,3,11,0.6548,0.524468,4.057901,0.291629,1.374582,0.0,0.05199,72.5
4.1065,3,12,0.6548,0.512703,3.935396,0.272362,1.410835,0.0,0.049219,210.0
2.0134,1,0,0.5517,0.0,1.299776,0.087997,0.381605,0.0687,0.022131,0.0
2.0134,1,1,0.5517,0.0,1.200022,0.090486,0.407583,0.064025,0.022176,137.5
